,traj_n,length,reward,time,sub_type,time_agent,avg_time,reward_agent,avg_reward,usage,type,Length,Reward,Viol,S1_Usage,t1,t2,t3,t4,t6,t7,viol_constr,perc_usage
154,154,14.0,-95.31370849898477,309.0,s1,2,0.4,-66.0,-13.2,5,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.35714285714285715
154,154,14.0,-95.31370849898477,309.0,s2,307,34.111111111111114,-29.313708498984763,-3.257078722109418,9,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.6428571428571429
155,155,15.0,-150.0,416.0,s1,1,0.2,-120.0,-24.0,5,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,2.0,0.3333333333333333
155,155,15.0,-150.0,416.0,s2,415,41.5,-30.0,-3.0,10,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.6666666666666666
156,156,22.0,-183.94112549695427,244.0,s1,5,0.4166666666666667,-56.28427124746191,-4.690355937288492,12,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.5454545454545454
156,156,22.0,-183.94112549695427,244.0,s2,239,23.9,-127.65685424949238,-12.765685424949238,10,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,2.0,0.45454545454545453
157,157,14.0,-95.31370849898477,232.0,s1,1,0.2,-66.0,-13.2,5,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.35714285714285715
157,157,14.0,-95.31370849898477,232.0,s2,231,25.666666666666668,-29.313708498984763,-3.257078722109418,9,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.6428571428571429
158,158,14.0,-99.31370849898477,233.0,s1,1,0.25,-57.65685424949238,-14.414213562373096,4,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.2857142857142857
158,158,14.0,-99.31370849898477,233.0,s2,232,23.2,-41.65685424949238,-4.165685424949238,10,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.7142857142857143
159,159,20.0,-124.28427124746192,235.0,s1,5,0.5555555555555556,-88.62741699796952,-9.847490777552169,9,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.45
159,159,20.0,-124.28427124746192,235.0,s2,230,20.90909090909091,-35.65685424949238,-3.2415322044993076,11,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.55
160,160,18.0,-117.9411254969543,192.0,s1,2,0.2222222222222222,-88.62741699796953,-9.84749077755217,9,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.5
160,160,18.0,-117.9411254969543,192.0,s2,190,21.11111111111111,-29.313708498984763,-3.257078722109418,9,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.5
161,161,16.0,-104.97056274847714,283.0,s1,1,0.3333333333333333,-59.65685424949238,-19.88561808316413,3,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.1875
161,161,16.0,-104.97056274847714,283.0,s2,282,21.692307692307693,-45.31370849898477,-3.4856698845372898,13,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.8125
162,162,15.0,-100.97056274847715,163.0,s1,1,0.125,-72.97056274847715,-9.121320343559644,8,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.5333333333333333
162,162,15.0,-100.97056274847715,163.0,s2,162,23.142857142857142,-28.0,-4.0,7,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.4666666666666667
163,163,19.0,-170.9705627484771,313.0,s1,3,0.5,-75.65685424949238,-12.60947570824873,6,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.3157894736842105
163,163,19.0,-170.9705627484771,313.0,s2,310,23.846153846153847,-95.31370849898477,-7.331823730691136,13,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.6842105263157895
164,164,18.0,-113.65685424949238,221.0,s1,0,0.0,-79.65685424949238,-11.37955060707034,7,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.3888888888888889
164,164,18.0,-113.65685424949238,221.0,s2,221,20.09090909090909,-34.0,-3.090909090909091,11,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.6111111111111112
165,165,17.0,-155.65685424949237,248.0,s1,1,0.2,-116.0,-23.2,5,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,2.0,0.29411764705882354
165,165,17.0,-155.65685424949237,248.0,s2,247,20.583333333333332,-39.65685424949238,-3.3047378541243653,12,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.7058823529411765
166,166,15.0,-99.31370849898477,165.0,s1,0,0.0,-74.0,-10.571428571428571,7,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.4666666666666667
166,166,15.0,-99.31370849898477,165.0,s2,165,20.625,-25.31370849898476,-3.164213562373095,8,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.5333333333333333
167,167,26.0,-250.62741699796953,303.0,s1,1,0.09090909090909091,-148.97056274847716,-13.542778431679743,11,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,2.0,0.4230769230769231
167,167,26.0,-250.62741699796953,303.0,s2,302,20.133333333333333,-101.65685424949238,-6.777123616632825,15,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.5769230769230769
168,168,18.0,-113.65685424949238,204.0,s1,1,0.125,-82.0,-10.25,8,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.4444444444444444
168,168,18.0,-113.65685424949238,204.0,s2,203,20.3,-31.65685424949238,-3.165685424949238,10,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.5555555555555556
169,169,13.0,-91.31370849898477,157.0,s1,2,0.4,-67.65685424949238,-13.531370849898476,5,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.38461538461538464
169,169,13.0,-91.31370849898477,157.0,s2,155,19.375,-23.65685424949238,-2.9571067811865475,8,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.6153846153846154
170,170,19.0,-116.97056274847715,208.0,s1,2,0.2222222222222222,-83.65685424949238,-9.295206027721376,9,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.47368421052631576
170,170,19.0,-116.97056274847715,208.0,s2,206,20.6,-33.31370849898477,-3.3313708498984766,10,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.5263157894736842
171,171,13.0,-91.31370849898477,182.0,s1,2,0.5,-63.65685424949238,-15.914213562373096,4,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.3076923076923077
171,171,13.0,-91.31370849898477,182.0,s2,180,20.0,-27.65685424949238,-3.0729838054991534,9,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.6923076923076923
172,172,22.0,-127.31370849898477,247.0,s1,1,0.09090909090909091,-83.31370849898477,-7.573973499907706,11,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.5
172,172,22.0,-127.31370849898477,247.0,s2,246,22.363636363636363,-44.0,-4.0,11,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.5
173,173,15.0,-99.31370849898477,164.0,s1,1,0.14285714285714285,-75.65685424949238,-10.80812203564177,7,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.4666666666666667
173,173,15.0,-99.31370849898477,164.0,s2,163,20.375,-23.65685424949238,-2.9571067811865475,8,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.5333333333333333
174,174,13.0,-89.65685424949238,164.0,s1,2,0.4,-66.0,-13.2,5,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.38461538461538464
174,174,13.0,-89.65685424949238,164.0,s2,162,20.25,-23.65685424949238,-2.9571067811865475,8,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.6153846153846154
175,175,20.0,-171.65685424949237,257.0,s1,2,0.25,-82.0,-10.25,8,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.4
175,175,20.0,-171.65685424949237,257.0,s2,255,21.25,-89.65685424949238,-7.471404520791032,12,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.6
176,176,23.0,-137.94112549695427,312.0,s1,4,0.36363636363636365,-98.28427124746192,-8.934933749769264,11,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.4782608695652174
176,176,23.0,-137.94112549695427,312.0,s2,308,25.666666666666668,-39.65685424949238,-3.3047378541243653,12,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.5217391304347826
177,177,18.0,-163.65685424949237,190.0,s1,0,0.0,-73.65685424949238,-9.207106781186548,8,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.4444444444444444
177,177,18.0,-163.65685424949237,190.0,s2,190,19.0,-90.0,-9.0,10,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.5555555555555556
178,178,16.0,-107.31370849898477,156.0,s1,1,0.125,-83.65685424949238,-10.457106781186548,8,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.5
178,178,16.0,-107.31370849898477,156.0,s2,155,19.375,-23.65685424949238,-2.9571067811865475,8,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.5
179,179,17.0,-112.97056274847715,226.0,s1,1,0.2,-71.65685424949238,-14.331370849898477,5,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.29411764705882354
179,179,17.0,-112.97056274847715,226.0,s2,225,18.75,-41.31370849898477,-3.442809041582064,12,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.7058823529411765
180,180,15.0,-101.65685424949238,195.0,s1,1,0.2,-70.0,-14.0,5,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.3333333333333333
180,180,15.0,-101.65685424949238,195.0,s2,194,19.4,-31.65685424949238,-3.165685424949238,10,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.6666666666666666
181,181,19.0,-168.6274169979695,172.0,s1,0,0.0,-139.31370849898474,-13.931370849898475,10,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,2.0,0.5263157894736842
181,181,19.0,-168.6274169979695,172.0,s2,172,19.11111111111111,-29.313708498984763,-3.257078722109418,9,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.47368421052631576
182,182,18.0,-162.97056274847716,228.0,s1,2,0.3333333333333333,-71.65685424949238,-11.942809041582064,6,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.3333333333333333
182,182,18.0,-162.97056274847716,228.0,s2,226,18.833333333333332,-91.31370849898477,-7.6094757082487305,12,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.6666666666666666
183,183,15.0,-99.31370849898477,159.0,s1,2,0.25,-79.65685424949238,-9.957106781186548,8,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.5333333333333333
183,183,15.0,-99.31370849898477,159.0,s2,157,22.428571428571427,-19.65685424949238,-2.8081220356417687,7,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.4666666666666667
184,184,14.0,-143.65685424949237,253.0,s1,1,0.2,-116.0,-23.2,5,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,2.0,0.35714285714285715
184,184,14.0,-143.65685424949237,253.0,s2,252,28.0,-27.656854249492383,-3.072983805499154,9,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.6428571428571429
185,185,18.0,-111.31370849898477,239.0,s1,5,0.625,-78.0,-9.75,8,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.4444444444444444
185,185,18.0,-111.31370849898477,239.0,s2,234,23.4,-33.31370849898477,-3.3313708498984766,10,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.5555555555555556
186,186,20.0,-128.28427124746187,223.0,s1,4,0.4,-93.31370849898477,-9.331370849898477,10,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.5
186,186,20.0,-128.28427124746187,223.0,s2,219,21.9,-34.97056274847715,-3.497056274847715,10,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.5
187,187,25.0,-148.2842712474619,347.0,s1,2,0.18181818181818182,-100.62741699796953,-9.147946999815412,11,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.44
187,187,25.0,-148.2842712474619,347.0,s2,345,24.642857142857142,-47.65685424949238,-3.4040610178208843,14,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.56
188,188,17.0,-114.62741699796952,271.0,s1,2,0.2857142857142857,-69.65685424949238,-9.950979178498912,7,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.4117647058823529
188,188,17.0,-114.62741699796952,271.0,s2,269,26.9,-44.97056274847714,-4.497056274847714,10,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.5882352941176471
189,189,21.0,-127.31370849898475,317.0,s1,1,0.09090909090909091,-95.65685424949238,-8.696077659044763,11,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.5238095238095238
189,189,21.0,-127.31370849898475,317.0,s2,316,31.6,-31.65685424949238,-3.165685424949238,10,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.47619047619047616
190,190,22.0,-134.62741699796953,237.0,s1,2,0.2,-84.97056274847715,-8.497056274847715,10,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.45454545454545453
190,190,22.0,-134.62741699796953,237.0,s2,235,19.583333333333332,-49.65685424949238,-4.138071187457698,12,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.5454545454545454
191,191,15.0,-100.97056274847715,171.0,s1,2,0.3333333333333333,-64.97056274847715,-10.828427124746192,6,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.4
191,191,15.0,-100.97056274847715,171.0,s2,169,18.77777777777778,-36.0,-4.0,9,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.6
192,192,23.0,-134.6274169979695,345.0,s1,2,0.2,-87.65685424949238,-8.765685424949238,10,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.43478260869565216
192,192,23.0,-134.6274169979695,345.0,s2,343,26.384615384615383,-46.97056274847715,-3.613120211421319,13,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.5652173913043478
193,193,27.0,-203.9411254969543,354.0,s1,3,0.25,-100.62741699796952,-8.385618083164127,12,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.4444444444444444
193,193,27.0,-203.9411254969543,354.0,s2,351,23.4,-103.31370849898477,-6.887580566598984,15,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.5555555555555556
194,194,15.0,-101.65685424949238,274.0,s1,0,0.0,-62.0,-20.666666666666668,3,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.2
194,194,15.0,-101.65685424949238,274.0,s2,274,22.833333333333332,-39.65685424949238,-3.3047378541243653,12,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.8
195,195,20.0,-124.28427124746192,154.0,s1,0,0.0,-96.28427124746192,-7.406482403650917,13,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.65
195,195,20.0,-124.28427124746192,154.0,s2,154,22.0,-28.0,-4.0,7,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.35
196,196,28.0,-202.9705627484771,401.0,s1,2,0.2222222222222222,-136.97056274847714,-15.21895141649746,9,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,2.0,0.32142857142857145
196,196,28.0,-202.9705627484771,401.0,s2,399,21.0,-66.0,-3.473684210526316,19,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.6785714285714286
197,197,14.0,-97.65685424949238,152.0,s1,0,0.0,-74.0,-12.333333333333334,6,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.42857142857142855
197,197,14.0,-97.65685424949238,152.0,s2,152,19.0,-23.65685424949238,-2.9571067811865475,8,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.5714285714285714
198,198,14.0,-97.65685424949238,114.0,s1,3,0.375,-82.0,-10.25,8,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.5714285714285714
198,198,14.0,-97.65685424949238,114.0,s2,111,18.5,-15.65685424949238,-2.60947570824873,6,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.42857142857142855
199,199,15.0,-99.31370849898477,204.0,s1,1,0.2,-57.65685424949238,-11.531370849898476,5,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.3333333333333333
199,199,15.0,-99.31370849898477,204.0,s2,203,20.3,-41.65685424949238,-4.165685424949238,10,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.6666666666666666
200,200,15.0,-149.31370849898474,156.0,s1,3,0.375,-121.31370849898477,-15.164213562373096,8,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,2.0,0.5333333333333333
200,200,15.0,-149.31370849898474,156.0,s2,153,21.857142857142858,-28.0,-4.0,7,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.4666666666666667
201,201,17.0,-157.31370849898477,344.0,s1,0,0.0,-73.65685424949238,-9.207106781186548,8,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.47058823529411764
201,201,17.0,-157.31370849898477,344.0,s2,344,38.22222222222222,-83.65685424949238,-9.295206027721376,9,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.5294117647058824
202,202,15.0,-100.97056274847715,201.0,s1,3,0.5,-64.97056274847715,-10.828427124746192,6,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.4
202,202,15.0,-100.97056274847715,201.0,s2,198,22.0,-36.0,-4.0,9,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.6
203,203,18.0,-115.31370849898477,334.0,s1,0,0.0,-3.6568542494923797,-1.21895141649746,3,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.16666666666666666
203,203,18.0,-115.31370849898477,334.0,s2,334,22.266666666666666,-111.65685424949238,-7.443790283299492,15,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.8333333333333334
204,204,12.0,-87.31370849898477,117.0,s1,2,0.25,-71.31370849898477,-8.914213562373096,8,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.6666666666666666
204,204,12.0,-87.31370849898477,117.0,s2,115,28.75,-16.0,-4.0,4,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.3333333333333333
205,205,20.0,-126.62741699796952,334.0,s1,1,0.2,-73.31370849898477,-14.662741699796953,5,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.25
205,205,20.0,-126.62741699796952,334.0,s2,333,22.2,-53.31370849898477,-3.554247233265651,15,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.75
206,206,16.0,-147.65685424949237,191.0,s1,0,0.0,-116.0,-19.333333333333332,6,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,2.0,0.375
206,206,16.0,-147.65685424949237,191.0,s2,191,19.1,-31.656854249492383,-3.1656854249492383,10,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.625
207,207,26.0,-152.28427124746187,271.0,s1,5,0.4166666666666667,-101.31370849898477,-8.442809041582064,12,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.46153846153846156
207,207,26.0,-152.28427124746187,271.0,s2,266,19.0,-50.97056274847715,-3.6407544820340823,14,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.5384615384615384
208,208,15.0,-99.31370849898477,428.0,s1,1,0.25,-62.0,-15.5,4,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.26666666666666666
208,208,15.0,-99.31370849898477,428.0,s2,427,38.81818181818182,-37.31370849898477,-3.3921553180895243,11,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.7333333333333333
209,209,20.0,-119.31370849898477,473.0,s1,3,0.42857142857142855,-75.65685424949238,-10.80812203564177,7,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.35
209,209,20.0,-119.31370849898477,473.0,s2,470,36.15384615384615,-43.65685424949238,-3.35821955765326,13,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.65
210,210,20.0,-122.62741699796953,256.0,s1,4,0.4444444444444444,-85.31370849898477,-9.47930094433164,9,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.45
210,210,20.0,-122.62741699796953,256.0,s2,252,22.90909090909091,-37.31370849898477,-3.3921553180895243,11,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.55
211,211,17.0,-112.97056274847715,343.0,s1,0,0.0,-73.31370849898477,-14.662741699796953,5,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.29411764705882354
211,211,17.0,-112.97056274847715,343.0,s2,343,28.583333333333332,-39.65685424949238,-3.3047378541243653,12,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.7058823529411765
212,212,18.0,-114.62741699796953,251.0,s1,3,0.3,-90.97056274847715,-9.097056274847715,10,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.5555555555555556
212,212,18.0,-114.62741699796953,251.0,s2,248,31.0,-23.65685424949238,-2.9571067811865475,8,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,0.0,0.4444444444444444
213,213,16.0,-106.62741699796952,339.0,s1,1,0.25,-56.97056274847715,-14.242640687119287,4,SOFAI w/ S1 ra=0.25,18.33,-129.8935636150303,0.639,0,200,0.8,0.6,0,1,0.5,1.0,0.25
